step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
3923,2023-07-03 13:30:01.378906673,1,193.8,61.0,-0.07619471820430271,0.025398218204301576,0.030000000000001137,0.0207965
3925,2023-07-03 13:30:01.378906673,1,193.8,77.0,-0.08671500464463566,0.03591850464463453,0.030000000000001137,0.0207965
3927,2023-07-03 13:30:01.378906673,1,193.8,134.0,-0.09610660435157226,0.04399100435157111,0.030000000000001137,0.0221156
3928,2023-07-03 13:30:01.378906673,2,193.8,116.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3930,2023-07-03 13:30:01.378906673,1,193.8,97.0,-0.10291203640860429,0.05079643640860315,0.030000000000001137,0.0221156
3931,2023-07-03 13:30:01.378906673,1,193.8,198.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3932,2023-07-03 13:30:01.378906673,1,193.8,95.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3933,2023-07-03 13:30:01.378906673,1,193.8,79.0,-0.11931296911273659,0.06719736911273545,0.030000000000001137,0.0221156
3934,2023-07-03 13:30:01.378906673,1,193.8,111.0,-0.10291203640860429,0.05079643640860315,0.030000000000001137,0.0221156
3935,2023-07-03 13:30:01.378906673,2,193.8,66.0,-0.1089077424121921,0.056792142412190966,0.030000000000001137,0.0221156
3936,2023-07-03 13:30:01.378906673,1,193.8,70.0,-0.1816216102342224,0.12950601023422126,0.030000000000001137,0.0221156
3937,2023-07-03 13:30:01.378906673,1,193.8,55.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3938,2023-07-03 13:30:01.378906673,2,193.8,80.0,-0.09610660435157226,0.04399100435157111,0.030000000000001137,0.0221156
3939,2023-07-03 13:30:01.378906673,2,193.8,158.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3940,2023-07-03 13:30:01.378906673,1,193.8,120.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3941,2023-07-03 13:30:01.378906673,1,193.8,68.0,-0.07751381820430271,0.025398218204301576,0.030000000000001137,0.0221156
3942,2023-07-03 13:30:01.378906673,1,193.8,172.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3943,2023-07-03 13:30:01.378906673,1,193.8,198.0,-0.1041559364086043,0.05079643640860315,0.030000000000001137,0.0233595
3944,2023-07-03 13:30:01.378906673,1,193.8,53.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3945,2023-07-03 13:30:01.378906673,1,193.8,78.0,-0.08927800464463567,0.03591850464463453,0.030000000000001137,0.0233595
3946,2023-07-03 13:30:01.378906673,1,193.8,172.0,-0.11015164241219211,0.056792142412190966,0.030000000000001137,0.0233595
3947,2023-07-03 13:30:01.378906673,1,193.8,47.0,-0.1751650755001656,0.12180557550016448,0.030000000000001137,0.0233595
3948,2023-07-03 13:30:01.378906673,1,193.8,70.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3950,2023-07-03 13:30:01.378906673,1,193.8,154.0,-0.11015164241219211,0.056792142412190966,0.030000000000001137,0.0233595
3951,2023-07-03 13:30:01.378906673,2,193.8,74.0,-0.1041559364086043,0.05079643640860315,0.030000000000001137,0.0233595
3952,2023-07-03 13:30:01.378906673,1,193.8,43.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3954,2023-07-03 13:30:01.378906673,2,193.8,163.0,-0.08927800464463567,0.03591850464463453,0.030000000000001137,0.0233595
3955,2023-07-03 13:30:01.378906673,1,193.8,72.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3956,2023-07-03 13:30:01.378906673,1,193.8,138.0,-0.07875771820430272,0.025398218204301576,0.030000000000001137,0.0233595
3958,2023-07-03 13:30:01.378906673,2,193.8,167.0,-0.1050256364086043,0.05079643640860315,0.030000000000001137,0.0242292
3959,2023-07-03 13:30:01.378906673,2,193.8,48.0,-0.07962741820430272,0.025398218204301576,0.030000000000001137,0.0242292
3960,2023-07-03 13:30:01.378906673,2,193.8,109.0,-0.07962741820430272,0.025398218204301576,0.030000000000001137,0.0242292
3961,2023-07-03 13:30:01.378906673,1,193.8,72.0,-0.07962741820430272,0.025398218204301576,0.030000000000001137,0.0242292
3962,2023-07-03 13:30:01.378906673,1,193.8,172.0,-0.07962741820430272,0.025398218204301576,0.030000000000001137,0.0242292
3963,2023-07-03 13:30:01.378906673,1,193.8,58.0,-0.07962741820430272,0.025398218204301576,0.030000000000001137,0.0242292
3964,2023-07-03 13:30:01.378986146,1,193.8,107.0,-0.08548080464463567,0.03591850464463453,0.030000000000001137,0.0195623
3965,2023-07-03 13:30:01.378986146,1,193.8,153.0,-0.12987851803554584,0.08031621803554471,0.030000000000001137,0.0195623
3966,2023-07-03 13:30:01.378986146,2,193.8,133.0,-0.09355330435157225,0.04399100435157111,0.030000000000001137,0.0195623
3968,2023-07-03 13:30:01.378986146,2,193.8,186.0,-0.07496051820430272,0.025398218204301576,0.030000000000001137,0.0195623
3969,2023-07-03 13:30:01.378986146,2,193.8,115.0,-0.1167596691127366,0.06719736911273545,0.030000000000001137,0.0195623
3970,2023-07-03 13:30:01.378986146,2,193.8,85.0,-0.08548080464463567,0.03591850464463453,0.030000000000001137,0.0195623
3972,2023-07-03 13:30:01.378986146,1,193.8,124.0,-0.07496051820430272,0.025398218204301576,0.030000000000001137,0.0195623
3973,2023-07-03 13:30:01.378986146,1,193.8,137.0,-0.08548080464463567,0.03591850464463453,0.030000000000001137,0.0195623
3974,2023-07-03 13:30:01.378986146,1,193.8,134.0,-0.07496051820430272,0.025398218204301576,0.030000000000001137,0.0195623
3975,2023-07-03 13:30:01.378986146,2,193.8,55.0,-0.13506776012724353,0.08423636012724241,0.030000000000001137,0.0208314
3976,2023-07-03 13:30:01.378986146,1,193.8,140.0,-0.08674990464463567,0.03591850464463453,0.030000000000001137,0.0208314
3977,2023-07-03 13:30:01.378986146,1,193.8,45.0,-0.08674990464463567,0.03591850464463453,0.030000000000001137,0.0208314
3978,2023-07-03 13:30:01.378986146,2,193.8,203.0,-0.10162783640860429,0.05079643640860315,0.030000000000001137,0.0208314
3979,2023-07-03 13:30:01.378986146,2,193.8,85.0,-0.08674990464463567,0.03591850464463453,0.030000000000001137,0.0208314
3980,2023-07-03 13:30:01.378986146,1,193.8,138.0,-0.08674990464463567,0.03591850464463453,0.030000000000001137,0.0208314
3981,2023-07-03 13:30:01.378986146,1,193.8,77.0,-0.1076235424121921,0.056792142412190966,0.030000000000001137,0.0208314
3982,2023-07-03 13:30:01.378986146,1,193.8,65.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3983,2023-07-03 13:30:01.378986146,2,193.8,183.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3984,2023-07-03 13:30:01.378986146,1,193.8,170.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3985,2023-07-03 13:30:01.378986146,1,193.8,125.0,-0.1076235424121921,0.056792142412190966,0.030000000000001137,0.0208314
3986,2023-07-03 13:30:01.378986146,1,193.8,202.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3987,2023-07-03 13:30:01.378986146,1,193.8,84.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3988,2023-07-03 13:30:01.378986146,2,193.8,138.0,-0.07622961820430271,0.025398218204301576,0.030000000000001137,0.0208314
3989,2023-07-03 13:30:01.378986146,2,193.8,92.0,-0.10162783640860429,0.05079643640860315,0.030000000000001137,0.0208314
3990,2023-07-03 13:30:01.378986146,2,193.8,51.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
3991,2023-07-03 13:30:01.378986146,1,193.8,149.0,-0.09597890435157225,0.04399100435157111,0.030000000000001137,0.0219879
3992,2023-07-03 13:30:01.378986146,1,193.8,64.0,-0.1191852691127366,0.06719736911273545,0.030000000000001137,0.0219879
3994,2023-07-03 13:30:01.378986146,2,193.8,48.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
3995,2023-07-03 13:30:01.378986146,1,193.8,152.0,-0.1027843364086043,0.05079643640860315,0.030000000000001137,0.0219879
3996,2023-07-03 13:30:01.378986146,1,193.8,79.0,-0.10878004241219211,0.056792142412190966,0.030000000000001137,0.0219879
3997,2023-07-03 13:30:01.378986146,1,193.8,61.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
3998,2023-07-03 13:30:01.378986146,2,193.8,130.0,-0.08790640464463567,0.03591850464463453,0.030000000000001137,0.0219879
4000,2023-07-03 13:30:01.378986146,1,193.8,111.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
4001,2023-07-03 13:30:01.378986146,2,193.8,69.0,-0.1027843364086043,0.05079643640860315,0.030000000000001137,0.0219879
4002,2023-07-03 13:30:01.378986146,1,193.8,94.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
4004,2023-07-03 13:30:01.378986146,1,193.8,87.0,-0.07738611820430272,0.025398218204301576,0.030000000000001137,0.0219879
4006,2023-07-03 13:30:01.378986146,2,193.8,188.0,-0.09721660435157226,0.04399100435157111,0.030000000000001137,0.0232256
4007,2023-07-03 13:30:01.378986146,1,193.8,181.0,-0.11543827497640682,0.062212674976405695,0.030000000000001137,0.0232256
4008,2023-07-03 13:30:01.378986146,2,193.8,134.0,-0.07862381820430271,0.025398218204301576,0.030000000000001137,0.0232256
4009,2023-07-03 13:30:01.378986146,1,193.8,136.0,-0.08914410464463567,0.03591850464463453,0.030000000000001137,0.0232256
4010,2023-07-03 13:30:01.378986146,1,193.8,73.0,-0.09721660435157226,0.04399100435157111,0.030000000000001137,0.0232256
4012,2023-07-03 13:30:01.378986146,2,193.8,60.0,-0.09721660435157226,0.04399100435157111,0.030000000000001137,0.0232256
4014,2023-07-03 13:30:01.378986146,1,193.8,121.0,-0.1100177424121921,0.056792142412190966,0.030000000000001137,0.0232256
4015,2023-07-03 13:30:01.378986146,1,193.8,143.0,-0.08914410464463567,0.03591850464463453,0.030000000000001137,0.0232256
4016,2023-07-03 13:30:01.378986146,1,193.8,153.0,-0.13354181803554585,0.08031621803554471,0.030000000000001137,0.0232256
4017,2023-07-03 13:30:01.378986146,1,193.8,75.0,-0.09721660435157226,0.04399100435157111,0.030000000000001137,0.0232256
4018,2023-07-03 13:30:01.378986146,1,193.8,130.0,-0.07862381820430271,0.025398218204301576,0.030000000000001137,0.0232256
4019,2023-07-03 13:30:01.378986146,2,193.8,93.0,-0.09721660435157226,0.04399100435157111,0.030000000000001137,0.0232256
4020,2023-07-03 13:30:01.378986146,1,193.8,107.0,-0.1111434424121921,0.056792142412190966,0.030000000000001137,0.0243513
4021,2023-07-03 13:30:01.378986146,1,193.8,124.0,-0.09834230435157225,0.04399100435157111,0.030000000000001137,0.0243513
4022,2023-07-03 13:30:01.378986146,1,193.8,49.0,-0.09026980464463566,0.03591850464463453,0.030000000000001137,0.0243513
4023,2023-07-03 13:30:01.378986146,1,193.8,107.0,-0.09026980464463566,0.03591850464463453,0.030000000000001137,0.0243513
4024,2023-07-03 13:30:01.378986146,1,193.8,102.0,-0.09026980464463566,0.03591850464463453,0.030000000000001137,0.0243513
4026,2023-07-03 13:30:01.378986146,1,193.8,109.0,-0.0797495182043027,0.025398218204301576,0.030000000000001137,0.0243513
4027,2023-07-03 13:30:01.378986146,2,193.8,63.0,-0.0797495182043027,0.025398218204301576,0.030000000000001137,0.0243513
4028,2023-07-03 13:30:01.378986146,1,193.8,159.0,-0.0797495182043027,0.025398218204301576,0.030000000000001137,0.0243513
4029,2023-07-03 13:30:01.378986146,1,193.8,53.0,-0.0797495182043027,0.025398218204301576,0.030000000000001137,0.0243513
4030,2023-07-03 13:30:01.378986146,2,193.8,195.0,-0.0797495182043027,0.025398218204301576,0.030000000000001137,0.0243513
4031,2023-07-03 13:30:01.378986146,1,193.8,80.0,-0.1111434424121921,0.056792142412190966,0.030000000000001137,0.0243513
4032,2023-07-03 13:30:01.394161868,1,193.8,75.0,-0.08876813640858497,0.05079643640860315,0.01999999999998181,0.0179717
4033,2023-07-03 13:30:01.394161868,2,193.8,89.0,-0.08876813640858497,0.05079643640860315,0.01999999999998181,0.0179717
4034,2023-07-03 13:30:01.394161868,2,193.8,128.0,-0.06336991820428339,0.025398218204301576,0.01999999999998181,0.0179717
4035,2023-07-03 13:30:01.394161868,1,193.8,110.0,-0.06336991820428339,0.025398218204301576,0.01999999999998181,0.0179717
4036,2023-07-03 13:30:01.394161868,2,193.8,146.0,-0.06336991820428339,0.025398218204301576,0.01999999999998181,0.0179717
4038,2023-07-03 13:30:01.394161868,2,193.8,176.0,-0.12719550870312404,0.08798200870314223,0.01999999999998181,0.0192135
4039,2023-07-03 13:30:01.394161868,1,193.8,164.0,-0.07513200464461633,0.03591850464463453,0.01999999999998181,0.0192135
4041,2023-07-03 13:30:01.394161868,1,193.8,162.0,-0.1014261749763875,0.062212674976405695,0.01999999999998181,0.0192135
4042,2023-07-03 13:30:01.394161868,1,193.8,167.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4043,2023-07-03 13:30:01.394161868,1,193.8,144.0,-0.08320450435155292,0.04399100435157111,0.01999999999998181,0.0192135
4044,2023-07-03 13:30:01.394161868,1,193.8,77.0,-0.13758037612858387,0.09836687612860205,0.01999999999998181,0.0192135
4045,2023-07-03 13:30:01.394161868,1,193.8,153.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4046,2023-07-03 13:30:01.394161868,1,193.8,77.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4047,2023-07-03 13:30:01.394161868,1,193.8,95.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4049,2023-07-03 13:30:01.394161868,1,193.8,56.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4050,2023-07-03 13:30:01.394161868,1,193.8,70.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4051,2023-07-03 13:30:01.394161868,1,193.8,46.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4052,2023-07-03 13:30:01.394161868,1,193.8,122.0,-0.06461171820428338,0.025398218204301576,0.01999999999998181,0.0192135
4053,2023-07-03 13:30:01.394161868,1,193.8,129.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4054,2023-07-03 13:30:01.394161868,1,193.8,58.0,-0.08423130435155293,0.04399100435157111,0.01999999999998181,0.0202403
4055,2023-07-03 13:30:01.394161868,1,193.8,184.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4056,2023-07-03 13:30:01.394161868,1,193.8,122.0,-0.1352717307550032,0.09503143075502138,0.01999999999998181,0.0202403
4057,2023-07-03 13:30:01.394161868,2,193.8,83.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4058,2023-07-03 13:30:01.394161868,1,193.8,175.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4059,2023-07-03 13:30:01.394161868,1,193.8,168.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4060,2023-07-03 13:30:01.394161868,1,193.8,115.0,-0.07615880464461634,0.03591850464463453,0.01999999999998181,0.0202403
4061,2023-07-03 13:30:01.394161868,1,193.8,79.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4062,2023-07-03 13:30:01.394161868,1,193.8,119.0,-0.09703244241217278,0.056792142412190966,0.01999999999998181,0.0202403
4063,2023-07-03 13:30:01.394161868,1,193.8,45.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4064,2023-07-03 13:30:01.394161868,1,193.8,180.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4065,2023-07-03 13:30:01.394161868,1,193.8,152.0,-0.06563851820428339,0.025398218204301576,0.01999999999998181,0.0202403
4066,2023-07-03 13:30:01.397002870,2,193.81,39.0,-0.1728546555850439,0.145901655585053,0.009999999999990905,0.016953
4067,2023-07-03 13:30:01.399910217,1,193.8,168.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4068,2023-07-03 13:30:01.399910217,1,193.8,50.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4069,2023-07-03 13:30:01.399910217,1,193.8,128.0,-0.06486360464462543,0.03591850464463453,0.009999999999990905,0.0189451
4070,2023-07-03 13:30:01.399910217,1,193.8,181.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4071,2023-07-03 13:30:01.399910217,2,193.8,148.0,-0.07293610435156202,0.04399100435157111,0.009999999999990905,0.0189451
4072,2023-07-03 13:30:01.399910217,2,193.8,98.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4073,2023-07-03 13:30:01.399910217,2,193.8,64.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4074,2023-07-03 13:30:01.399910217,1,193.8,39.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4075,2023-07-03 13:30:01.399910217,1,193.8,70.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4076,2023-07-03 13:30:01.399910217,1,193.8,58.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4077,2023-07-03 13:30:01.399910217,1,193.8,109.0,-0.05434331820429248,0.025398218204301576,0.009999999999990905,0.0189451
4078,2023-07-03 13:30:01.399910217,1,193.8,48.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4080,2023-07-03 13:30:01.399910217,1,193.8,148.0,-0.11069211803553562,0.08031621803554471,0.009999999999990905,0.0203759
4081,2023-07-03 13:30:01.399910217,1,193.8,114.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4082,2023-07-03 13:30:01.399910217,1,193.8,128.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4083,2023-07-03 13:30:01.399910217,1,193.8,108.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4084,2023-07-03 13:30:01.399910217,2,193.8,40.0,-0.07436690435156201,0.04399100435157111,0.009999999999990905,0.0203759
4085,2023-07-03 13:30:01.399910217,1,193.8,61.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4086,2023-07-03 13:30:01.399910217,1,193.8,183.0,-0.06629440464462544,0.03591850464463453,0.009999999999990905,0.0203759
4087,2023-07-03 13:30:01.399910217,1,193.8,139.0,-0.16234891305470422,0.13197301305471332,0.009999999999990905,0.0203759
4088,2023-07-03 13:30:01.399910217,1,193.8,74.0,-0.06629440464462544,0.03591850464463453,0.009999999999990905,0.0203759
4089,2023-07-03 13:30:01.399910217,1,193.8,125.0,-0.08117233640859406,0.05079643640860315,0.009999999999990905,0.0203759
4090,2023-07-03 13:30:01.399910217,1,193.8,66.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4091,2023-07-03 13:30:01.399910217,1,193.8,155.0,-0.05577411820429248,0.025398218204301576,0.009999999999990905,0.0203759
4092,2023-07-03 13:30:01.399910217,1,193.8,92.0,-0.14108416649853656,0.11070826649854565,0.009999999999990905,0.0203759
4093,2023-07-03 13:30:01.399910217,2,193.8,36.0,-0.06753210464462543,0.03591850464463453,0.009999999999990905,0.0216136
4094,2023-07-03 13:30:01.399910217,2,193.8,64.0,-0.05701181820429248,0.025398218204301576,0.009999999999990905,0.0216136
4095,2023-07-03 13:30:01.399910217,1,193.8,126.0,-0.08241003640859405,0.05079643640860315,0.009999999999990905,0.0216136
4096,2023-07-03 13:30:01.399910217,1,193.8,153.0,-0.11192981803553562,0.08031621803554471,0.009999999999990905,0.0216136
4097,2023-07-03 13:30:01.399910217,1,193.8,78.0,-0.12318817804102317,0.09157457804103226,0.009999999999990905,0.0216136
4098,2023-07-03 13:30:01.399910217,1,193.8,126.0,-0.06753210464462543,0.03591850464463453,0.009999999999990905,0.0216136
4099,2023-07-03 13:30:01.399910217,1,193.8,87.0,-0.11192981803553562,0.08031621803554471,0.009999999999990905,0.0216136
4100,2023-07-03 13:30:01.399910217,1,193.8,173.0,-0.11192981803553562,0.08031621803554471,0.009999999999990905,0.0216136
4101,2023-07-03 13:30:01.399910217,1,193.8,138.0,-0.14519788482437285,0.11358428482438193,0.009999999999990905,0.0216136
4102,2023-07-03 13:30:01.399910217,1,193.8,124.0,-0.06753210464462543,0.03591850464463453,0.009999999999990905,0.0216136
4103,2023-07-03 13:30:01.399910217,1,193.8,95.0,-0.06753210464462543,0.03591850464463453,0.009999999999990905,0.0216136
4104,2023-07-03 13:30:01.399910217,1,193.8,114.0,-0.2855957820430067,0.25398218204301576,0.009999999999990905,0.0216136
4105,2023-07-03 13:30:01.399910217,1,193.8,142.0,-0.07560460435156202,0.04399100435157111,0.009999999999990905,0.0216136
4106,2023-07-03 13:30:01.399910217,1,193.8,112.0,-0.07560460435156202,0.04399100435157111,0.009999999999990905,0.0216136
4107,2023-07-03 13:30:01.399910217,1,193.8,60.0,-0.08840574241218187,0.056792142412190966,0.009999999999990905,0.0216136
4108,2023-07-03 13:30:01.399910217,1,193.8,150.0,-0.06893490464462543,0.03591850464463453,0.009999999999990905,0.0230164
4109,2023-07-03 13:30:01.399910217,1,193.8,38.0,-0.08381283640859405,0.05079643640860315,0.009999999999990905,0.0230164
4110,2023-07-03 13:30:01.399910217,2,193.8,62.0,-0.1346092728171972,0.1015928728172063,0.009999999999990905,0.0230164
4111,2023-07-03 13:30:01.399910217,1,193.8,162.0,-0.05841461820429248,0.025398218204301576,0.009999999999990905,0.0230164
4112,2023-07-03 13:30:01.399910217,1,193.8,82.0,-0.08980854241218186,0.056792142412190966,0.009999999999990905,0.0230164
4113,2023-07-03 13:30:01.399910217,1,193.8,164.0,-0.18111218856405759,0.1480957885640667,0.009999999999990905,0.0230164
4115,2023-07-03 13:30:01.399910217,1,193.8,78.0,-0.07700740435156202,0.04399100435157111,0.009999999999990905,0.0230164
4116,2023-07-03 13:30:01.399910217,1,193.8,128.0,-0.05841461820429248,0.025398218204301576,0.009999999999990905,0.0230164
4117,2023-07-03 13:30:01.399910217,1,193.8,141.0,-0.10921105461289562,0.07619465461290473,0.009999999999990905,0.0230164
4118,2023-07-03 13:30:01.399910217,1,193.8,142.0,-0.07700740435156202,0.04399100435157111,0.009999999999990905,0.0230164
4119,2023-07-03 13:30:01.399910217,2,193.8,58.0,-0.17212817030933417,0.13911177030934327,0.009999999999990905,0.0230164
4120,2023-07-03 13:30:01.399910217,1,193.8,59.0,-0.21260892322316352,0.17959252322317262,0.009999999999990905,0.0230164
4121,2023-07-03 13:30:01.399910217,1,193.8,147.0,-0.06893490464462543,0.03591850464463453,0.009999999999990905,0.0230164
4122,2023-07-03 13:30:01.399910217,1,193.8,42.0,-0.05841461820429248,0.025398218204301576,0.009999999999990905,0.0230164
4123,2023-07-03 13:30:01.399910217,1,193.8,73.0,-0.07018790464462543,0.03591850464463453,0.009999999999990905,0.0242694
4124,2023-07-03 13:30:01.399910217,1,193.8,152.0,-0.05966761820429248,0.025398218204301576,0.009999999999990905,0.0242694
4125,2023-07-03 13:30:01.399910217,1,193.8,71.0,-0.11458561803553562,0.08031621803554471,0.009999999999990905,0.0242694
4126,2023-07-03 13:30:01.399910217,1,193.8,88.0,-0.05966761820429248,0.025398218204301576,0.009999999999990905,0.0242694
4127,2023-07-03 13:30:01.399910217,1,193.8,136.0,-0.07826040435156201,0.04399100435157111,0.009999999999990905,0.0242694
4128,2023-07-03 13:30:01.399910217,2,193.8,38.0,-0.10610640928925996,0.07183700928926906,0.009999999999990905,0.0242694
4129,2023-07-03 13:30:01.399910217,1,193.8,41.0,-0.1358622728171972,0.1015928728172063,0.009999999999990905,0.0242694
4130,2023-07-03 13:30:01.399910217,1,193.8,72.0,-0.05966761820429248,0.025398218204301576,0.009999999999990905,0.0242694
4131,2023-07-03 13:30:01.399910217,1,193.8,159.0,-0.0964820749763966,0.062212674976405695,0.009999999999990905,0.0242694
4132,2023-07-03 13:30:01.399910217,2,193.8,57.0,-0.08506583640859405,0.05079643640860315,0.009999999999990905,0.0242694
4133,2023-07-03 13:30:01.399910217,1,193.8,97.0,-0.10146676911272635,0.06719736911273545,0.009999999999990905,0.0242694
4134,2023-07-03 13:30:01.400699382,2,193.8,78.0,-0.07911243640859406,0.05079643640860315,0.009999999999990905,0.018316
4135,2023-07-03 13:30:01.400699382,1,193.8,52.0,-0.05371421820429248,0.025398218204301576,0.009999999999990905,0.018316
4136,2023-07-03 13:30:01.400699382,1,193.8,60.0,-0.07911243640859406,0.05079643640860315,0.009999999999990905,0.018316
4137,2023-07-03 13:30:01.400699382,2,193.8,67.0,-0.10015300928925996,0.07183700928926906,0.009999999999990905,0.018316
4138,2023-07-03 13:30:01.400699382,1,193.8,153.0,-0.07230700435156201,0.04399100435157111,0.009999999999990905,0.018316
4139,2023-07-03 13:30:01.400699382,1,193.8,103.0,-0.07230700435156201,0.04399100435157111,0.009999999999990905,0.018316
4140,2023-07-03 13:30:01.400699382,1,193.8,86.0,-0.05371421820429248,0.025398218204301576,0.009999999999990905,0.018316
4141,2023-07-03 13:30:01.400699382,1,193.8,92.0,-0.05371421820429248,0.025398218204301576,0.009999999999990905,0.018316
4142,2023-07-03 13:30:01.400699382,1,193.8,127.0,-0.08643924241218187,0.056792142412190966,0.009999999999990905,0.0196471
4143,2023-07-03 13:30:01.400699382,1,193.8,116.0,-0.08643924241218187,0.056792142412190966,0.009999999999990905,0.0196471
4144,2023-07-03 13:30:01.400699382,1,193.8,56.0,-0.07363810435156201,0.04399100435157111,0.009999999999990905,0.0196471
4145,2023-07-03 13:30:01.400699382,1,193.8,70.0,-0.05504531820429248,0.025398218204301576,0.009999999999990905,0.0196471
4146,2023-07-03 13:30:01.400699382,2,193.8,96.0,-0.14323138482437284,0.11358428482438193,0.009999999999990905,0.0196471
4147,2023-07-03 13:30:01.400699382,1,193.8,111.0,-0.10996331803553562,0.08031621803554471,0.009999999999990905,0.0196471
4148,2023-07-03 13:30:01.400699382,1,193.8,139.0,-0.08643924241218187,0.056792142412190966,0.009999999999990905,0.0196471
4149,2023-07-03 13:30:01.400699382,1,193.8,118.0,-0.05504531820429248,0.025398218204301576,0.009999999999990905,0.0196471
4150,2023-07-03 13:30:01.400699382,1,193.8,89.0,-0.05504531820429248,0.025398218204301576,0.009999999999990905,0.0196471
4151,2023-07-03 13:30:01.400699382,1,193.8,36.0,-0.05504531820429248,0.025398218204301576,0.009999999999990905,0.0196471
4152,2023-07-03 13:30:01.400699382,1,193.8,48.0,-0.06556560464462544,0.03591850464463453,0.009999999999990905,0.0196471
4153,2023-07-03 13:30:01.400699382,2,193.8,94.0,-0.11388346012723331,0.08423636012724241,0.009999999999990905,0.0196471
4154,2023-07-03 13:30:01.400699382,1,193.8,151.0,-0.05504531820429248,0.025398218204301576,0.009999999999990905,0.0196471
4155,2023-07-03 13:30:01.400699382,1,193.8,154.0,-0.09684446911272636,0.06719736911273545,0.009999999999990905,0.0196471
4156,2023-07-03 13:30:01.400699382,1,193.8,39.0,-0.06556560464462544,0.03591850464463453,0.009999999999990905,0.0196471
4157,2023-07-03 13:30:01.400699382,1,193.8,46.0,-0.10725145461289563,0.07619465461290473,0.009999999999990905,0.0210568
4158,2023-07-03 13:30:01.400699382,1,193.8,130.0,-0.08784894241218187,0.056792142412190966,0.009999999999990905,0.0210568
4159,2023-07-03 13:30:01.400699382,1,193.8,103.0,-0.21243635751852474,0.18137955751853382,0.009999999999990905,0.0210568
4160,2023-07-03 13:30:01.400699382,1,193.8,105.0,-0.08185323640859406,0.05079643640860315,0.009999999999990905,0.0210568
